FECHA,JORNADA,LIGA,EQUIPO RIVAL,ARBITRO,EQUIPO,POSICION,JUGADOR,CONCEPTO,VALOR,CONCEPTO REAL,VALOR REAL,VALOR NUMERICO,DISTANCIA,FORMA,ZONA,PIE,MITAD,TECNICO
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Delantero,Aron Sigurdarson,DEFINICION-CABEZAZO,MALO,DEFINICION-CABEZAZO,MALO,1,,,OZAG1,,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Delantero,Aron Sigurdarson,FALTA,NUMERICO,FALTA,NUMERICO,1,,,ZD1,,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Delantero,Alfred Finnbogason,FALTA,NUMERICO,FALTA,NUMERICO,1,,,ZO3,,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Delantero,Aron Sigurdarson,JUEGO AEREO-A LA CARRERA,MALO,JUEGO AEREO-A LA CARRERA,MALO,1,,,ZO4,,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Delantero,Aron Sigurdarson,JUEGO AEREO-PERFILADO,MALO,JUEGO AEREO-PERFILADO,MALO,1,,,ZO1,,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Delantero,Alfred Finnbogason,JUEGO AEREO-PERFILADO,MALO,JUEGO AEREO-PERFILADO,MALO,1,,,ZO4,,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Delantero,Alfred Finnbogason,OFFSIDE,NUMERICO,OFFSIDE,NUMERICO,2,,,,,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Delantero,Aron Sigurdarson,PASE-PL-OBLICUO,BUENO,PASE-PL-OBLICUO,BUENO,2,CORTA,CI,ZO1,H,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Delantero,Alfred Finnbogason,PASE-PL-OBLICUO,BUENO,PASE-PL-OBLICUO,BUENO,1,CORTA,CI,ZO1,H,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Delantero,Alfred Finnbogason,PASE-PL-OBLICUO,BUENO,PASE-PL-OBLICUO,BUENO,1,CORTA,CI,ZO2,H,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Delantero,Alfred Finnbogason,PASE-PL-OBLICUO,BUENO,PASE-PL-OBLICUO,BUENO,1,CORTA,CI,ZO3,H,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Delantero,Aron Sigurdarson,PASE-PL-OBLICUO,BUENO,PASE-PL-OBLICUO,BUENO,1,CORTA,CI,ZO4,H,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Delantero,Alfred Finnbogason,PASE-PL-OBLICUO,MALO,PASE-PL-OBLICUO,MALO,1,CORTA,CI,ZO3,H,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Delantero,Alfred Finnbogason,PASE-PL-OBLICUO,BUENO,PASE-PL-OBLICUO,BUENO,1,LARGO,CI,ZO3,H,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Delantero,Alfred Finnbogason,PASE-DRIBBLE,MALO,PASE-DRIBBLE,MALO,1,,,OZAG2,,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Delantero,Aron Sigurdarson,PASE-DRIBBLE,BUENO,PASE-DRIBBLE,BUENO,1,,,ZO2,,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Delantero,Aron Sigurdarson,PASE-PL-OBLICUO,BUENO,PASE-PL-OBLICUO,BUENO,1,CORTA,EMPEINE,ZO1,H,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Delantero,Alfred Finnbogason,PELOTA-PERDIDA,NUMERICO,PELOTA-PERDIDA,NUMERICO,1,,,OZAG1,,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Delantero,Alfred Finnbogason,PELOTA-PERDIDA,NUMERICO,PELOTA-PERDIDA,NUMERICO,1,,,ZO3,,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Delantero,Alfred Finnbogason,PELOTA-PERDIDA,NUMERICO,PELOTA-PERDIDA,NUMERICO,2,,,ZO4,,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Delantero,Aron Sigurdarson,PELOTA-PERDIDA,NUMERICO,PELOTA-PERDIDA,NUMERICO,1,,,ZO4,,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Delantero,Aron Sigurdarson,PIVOTEO-OFENSIVO,BUENO,PIVOTEO-OFENSIVO,BUENO,3,,,,,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Delantero,Aron Sigurdarson,PIVOTEO-OFENSIVO,MALO,PIVOTEO-OFENSIVO,MALO,1,,,,,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Delantero,Alfred Finnbogason,PIVOTEO-OFENSIVO,BUENO,PIVOTEO-OFENSIVO,BUENO,1,,,,,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Delantero,Alfred Finnbogason,PIVOTEO-OFENSIVO,MALO,PIVOTEO-OFENSIVO,MALO,3,,,,,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Delantero,Alfred Finnbogason,PIVOTEO-DEFENSIVO-CONTRA,MALO,PIVOTEO-DEFENSIVO-CONTRA,MALO,1,,,ZD1,,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Delantero,Aron Sigurdarson,PIVOTEO-DEFENSIVO-CONTRA,BUENO,PIVOTEO-DEFENSIVO-CONTRA,BUENO,1,,,ZD2,,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Delantero,Alfred Finnbogason,PIVOTEO-OFENSIVO,MALO,PIVOTEO-OFENSIVO,MALO,2,,,OZAG2,,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Delantero,Alfred Finnbogason,PIVOTEO-OFENSIVO,BUENO,PIVOTEO-OFENSIVO,BUENO,1,,,ZO1,,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Delantero,Aron Sigurdarson,PIVOTEO-OFENSIVO,BUENO,PIVOTEO-OFENSIVO,BUENO,2,,,ZO2,,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Delantero,Aron Sigurdarson,PIVOTEO-OFENSIVO,MALO,PIVOTEO-OFENSIVO,MALO,1,,,ZO3,,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Delantero,Alfred Finnbogason,QUITE-AL PASE,BUENO,QUITE-AL PASE,BUENO,1,,,ZO4,,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Delantero,Alfred Finnbogason,RECEPCION CON GIRO PERFILADO,BUENO,RECEPCION CON GIRO PERFILADO,BUENO,1,,,OZAG1,,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Delantero,Aron Sigurdarson,RECEPCION CON GIRO PERFILADO,BUENO,RECEPCION CON GIRO PERFILADO,BUENO,3,,,ZD1,,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Delantero,Alfred Finnbogason,RECEPCION CON GIRO PERFILADO,BUENO,RECEPCION CON GIRO PERFILADO,BUENO,1,,,ZO1,,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Delantero,Alfred Finnbogason,RECEPCION CON GIRO PERFILADO,BUENO,RECEPCION CON GIRO PERFILADO,BUENO,2,,,ZO3,,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Delantero,Aron Sigurdarson,RECEPCION CON GIRO PERFILADO,BUENO,RECEPCION CON GIRO PERFILADO,BUENO,1,,,ZO3,,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Delantero,Alfred Finnbogason,RECEPCION CON GIRO PERFILADO,MALO,RECEPCION CON GIRO PERFILADO,MALO,1,,,ZO3,,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Delantero,Aron Sigurdarson,RECEPCION CON GIRO PERFILADO,BUENO,RECEPCION CON GIRO PERFILADO,BUENO,2,,,ZO4,,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Delantero,Aron Sigurdarson,RECEPCION COSTADO DEL RIVAL,BUENO,RECEPCION COSTADO DEL RIVAL,BUENO,2,,,OZAG1,,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Delantero,Alfred Finnbogason,RECEPCION COSTADO DEL RIVAL,BUENO,RECEPCION COSTADO DEL RIVAL,BUENO,1,,,ZO1,,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Delantero,Alfred Finnbogason,RECEPCION COSTADO DEL RIVAL,MALO,RECEPCION COSTADO DEL RIVAL,MALO,1,,,ZO1,,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Delantero,Aron Sigurdarson,RECEPCION COSTADO DEL RIVAL,BUENO,RECEPCION COSTADO DEL RIVAL,BUENO,1,,,ZO4,,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Defensor,Hordur Magnusson,FALTA,NUMERICO,FALTA,NUMERICO,1,,,ZD4,,Segunda,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Defensor,Hordur Magnusson,INTERCEPCION-JUEGO AEREO,BUENO,INTERCEPCION-JUEGO AEREO,BUENO,1,,,ZO1,,Segunda,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Defensor,Hordur Magnusson,INTERCEPCION-JUEGO AEREO,BUENO,INTERCEPCION-JUEGO AEREO,BUENO,4,,,ZO3,,Segunda,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Defensor,Hordur Magnusson,INTERCEPCION-JUEGO AEREO,BUENO,INTERCEPCION-JUEGO AEREO,BUENO,1,,,ZD4,,Segunda,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Defensor,Hordur Magnusson,JUEGO AEREO-A LA CARRERA,BUENO,JUEGO AEREO-A LA CARRERA,BUENO,1,,,ZO3,H,Segunda,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Defensor,Hordur Magnusson,JUEGO AEREO-PERFILADO,BUENO,JUEGO AEREO-PERFILADO,BUENO,1,,,ZO3,H,Segunda,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Defensor,Hordur Magnusson,JUEGO AEREO-PERFILADO,BUENO,JUEGO AEREO-PERFILADO,BUENO,1,,,ZO4,H,Segunda,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Defensor,Hordur Magnusson,PASE-PL-OBLICUO,BUENO,PASE-PL-OBLICUO,BUENO,2,CORTA,CI,ZO4,H,Segunda,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Defensor,Hordur Magnusson,PASE-PL-VERTICAL,BUENO,PASE-PL-VERTICAL,BUENO,2,CORTA,CI,ZO3,H,Segunda,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Defensor,Hordur Magnusson,PASE-CAMBIO DE FRENTE,BUENO,PASE-CAMBIO DE FRENTE,BUENO,1,LARGO,EMPEINE,ZD4,H,Segunda,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Defensor,Hordur Magnusson,PASE-PL-RIVAL,BUENO,PASE-PL-RIVAL,BUENO,1,LARGO,EMPEINE,ZO4,H,Segunda,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Defensor,Hordur Magnusson,PASE-PL-OBLICUO,BUENO,PASE-PL-OBLICUO,BUENO,1,LARGO,EMPEINE,ZO2,H,Segunda,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Defensor,Hordur Magnusson,PELOTA PARADA-LATERAL,BUENO,PELOTA PARADA-LATERAL,BUENO,2,,,ZO4,,Segunda,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Defensor,Hordur Magnusson,PELOTA PARADA-TIRO LIBRE,BUENO,PELOTA PARADA-TIRO LIBRE,BUENO,1,,,ZO3,H,Segunda,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Defensor,Hordur Magnusson,PROYECCION,BUENO,PROYECCION,BUENO,6,,,,,Segunda,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Defensor,Hordur Magnusson,QUITE-AL PASE,BUENO,QUITE-AL PASE,BUENO,1,,,ZD3,,Segunda,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Defensor,Hordur Magnusson,QUITE-BARRIDA,BUENO,QUITE-BARRIDA,BUENO,1,,,DZAC1,,Segunda,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Defensor,Hordur Magnusson,QUITE-PIE FIRME,BUENO,QUITE-PIE FIRME,BUENO,1,,,ZD3,,Segunda,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Defensor,Hordur Magnusson,RECEPCION COSTADO DEL RIVAL,BUENO,RECEPCION COSTADO DEL RIVAL,BUENO,2,,,ZO4,,Segunda,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Defensor,Hordur Magnusson,REMATES-PELOTA EN MOVIMIENTO,MALO,REMATES-PELOTA EN MOVIMIENTO,MALO,1,,,ZO2,H,Segunda,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Defensor,Hordur Magnusson,FALTA,NUMERICO,FALTA,NUMERICO,1,,,ZD4,,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Defensor,Hordur Magnusson,FALTA,NUMERICO,FALTA,NUMERICO,1,,,ZD3,,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Defensor,Hordur Magnusson,INTERCEPCION-JUEGO AEREO,BUENO,INTERCEPCION-JUEGO AEREO,BUENO,2,,,ZD3,,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Defensor,Hordur Magnusson,INTERCEPCION-JUEGO AEREO,BUENO,INTERCEPCION-JUEGO AEREO,BUENO,1,,,ZO4,,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Defensor,Hordur Magnusson,JUEGO AEREO-A LA CARRERA,BUENO,JUEGO AEREO-A LA CARRERA,BUENO,1,,,ZD4,H,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Defensor,Hordur Magnusson,JUEGO AEREO-A LA CARRERA,BUENO,JUEGO AEREO-A LA CARRERA,BUENO,1,,,ZO4,H,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Defensor,Hordur Magnusson,JUEGO AEREO-PERFILADO,BUENO,JUEGO AEREO-PERFILADO,BUENO,1,,,ZO4,H,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Defensor,Hordur Magnusson,PASE-PL-OBLICUO,BUENO,PASE-PL-OBLICUO,BUENO,3,CORTA,CI,ZO3,H,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Defensor,Hordur Magnusson,PASE-PL-OBLICUO,BUENO,PASE-PL-OBLICUO,BUENO,1,CORTA,CI,ZO3,H,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Defensor,Hordur Magnusson,PASE-PL-VERTICAL,BUENO,PASE-PL-VERTICAL,BUENO,1,CORTA,CI,ZO4,H,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Defensor,Hordur Magnusson,PASE-PL-VERTICAL,BUENO,PASE-PL-VERTICAL,BUENO,1,CORTA,CI,ZO3,H,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Defensor,Hordur Magnusson,PASE-PL-RIVAL,BUENO,PASE-PL-RIVAL,BUENO,1,CORTA,CI,ZD4,H,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Defensor,Hordur Magnusson,PROYECCION,NUMERICO,PROYECCION,NUMERICO,3,,,,,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Defensor,Hordur Magnusson,QUITE-PIE FIRME,BUENO,QUITE-PIE FIRME,BUENO,1,,,ZD1,,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Arquero,Hannes Thor Halldorsson,ATAJADA-POR ABAJO,BUENO,ATAJADA-POR ABAJO,BUENO,1,,,DZAC1,,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Arquero,Hannes Thor Halldorsson,ATAJADA-POR ARRIBA,BUENO,ATAJADA-POR ARRIBA,BUENO,1,,,DZAC1,,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Arquero,Hannes Thor Halldorsson,DESCOLGAR CENTROS,BUENO,DESCOLGAR CENTROS,BUENO,1,,,DZAG1,,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Arquero,Hannes Thor Halldorsson,SALIDA-CORTA,BUENO,SALIDA-CORTA,BUENO,2,CORTA,,ZD2,,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Arquero,Hannes Thor Halldorsson,SALIDA-CORTA,BUENO,SALIDA-CORTA,BUENO,1,CORTA,,ZD3,,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Arquero,Hannes Thor Halldorsson,SALIDA-CORTA,BUENO,SALIDA-CORTA,BUENO,1,CORTA,,ZD1,,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Arquero,Hannes Thor Halldorsson,SALIDA-LARGA,BUENO,SALIDA-LARGA,BUENO,1,LARGO,,ZO2,,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Arquero,Hannes Thor Halldorsson,SALIDA-LARGA,BUENO,SALIDA-LARGA,BUENO,2,LARGO,,ZD3,,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Arquero,Hannes Thor Halldorsson,SALIDA-LARGA,BUENO,SALIDA-LARGA,BUENO,1,LARGO,,ZD2,,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Arquero,Hannes Thor Halldorsson,SALIDA-LARGA,BUENO,SALIDA-LARGA,BUENO,1,LARGO,,ZO4,,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Arquero,Hannes Thor Halldorsson,SALIDA-LARGA,MALO,SALIDA-LARGA,MALO,1,LARGO,,ZD3,,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Arquero,Hannes Thor Halldorsson,SALIDA-LARGA,MALO,SALIDA-LARGA,MALO,1,LARGO,,ZD2,,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Arquero,Hannes Thor Halldorsson,UBICACION,BUENO,UBICACION,BUENO,1,,,ZO3,,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Arquero,Hannes Thor Halldorsson,ATAJADA-POR ABAJO,BUENO,ATAJADA-POR ABAJO,BUENO,1,,,DZAC1,,Segunda,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Arquero,Hannes Thor Halldorsson,ATAJADA-POR ABAJO,BUENO,ATAJADA-POR ABAJO,BUENO,1,,,DZAG1,,Segunda,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Arquero,Hannes Thor Halldorsson,DESCOLGAR CENTROS,BUENO,DESCOLGAR CENTROS,BUENO,1,,,DZAC1,,Segunda,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Arquero,Hannes Thor Halldorsson,PELOTA PARADA-CORNER,BUENO,PELOTA PARADA-CORNER,BUENO,1,,,DZAG1,,Segunda,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Arquero,Hannes Thor Halldorsson,SALIDA-CORTA,MALO,SALIDA-CORTA,MALO,1,CORTA,,ZD1,H,Segunda,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Arquero,Hannes Thor Halldorsson,SALIDA-CORTA,BUENO,SALIDA-CORTA,BUENO,4,CORTA,,ZD3,H,Segunda,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Arquero,Hannes Thor Halldorsson,SALIDA-CORTA,BUENO,SALIDA-CORTA,BUENO,1,CORTA,,ZD1,H,Segunda,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Arquero,Hannes Thor Halldorsson,SALIDA-LARGA,BUENO,SALIDA-LARGA,BUENO,4,LARGO,,ZO3,H,Segunda,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Arquero,Hannes Thor Halldorsson,SALIDA-CORTA,BUENO,SALIDA-CORTA,BUENO,2,CORTA,,ZD2,H,Segunda,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Arquero,Hannes Thor Halldorsson,UBICACION,BUENO,UBICACION,BUENO,2,,,DZAG2,H,Segunda,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Arquero,Hannes Thor Halldorsson,UBICACION,BUENO,UBICACION,BUENO,1,,,DZAG1,H,Segunda,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Mediocampista,Rurik Gislason,FALTA,NUMERICO,FALTA,NUMERICO,1,,,ZD1,,Segunda,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Mediocampista,Rurik Gislason,FALTA,NUMERICO,FALTA,NUMERICO,1,,,ZO1,,Segunda,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Mediocampista,Rurik Gislason,JUEGO AEREO-PERFILADO,BUENO,JUEGO AEREO-PERFILADO,BUENO,1,,,ZO1,H,Segunda,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Mediocampista,Rurik Gislason,PASE-PL-OBLICUO,BUENO,PASE-PL-OBLICUO,BUENO,2,CORTA,CI,ZO1,H,Segunda,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Mediocampista,Rurik Gislason,PASE-PL-OBLICUO,BUENO,PASE-PL-OBLICUO,BUENO,1,CORTA,CI,ZO4,H,Segunda,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Mediocampista,Rurik Gislason,PASE-PL-OBLICUO,BUENO,PASE-PL-OBLICUO,BUENO,1,LARGO,EMPEINE,ZO3,H,Segunda,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Mediocampista,Rurik Gislason,PELOTA PARADA-LATERAL,BUENO,PELOTA PARADA-LATERAL,BUENO,1,,,ZO1,,Segunda,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Mediocampista,Aron Gunnarsson,DEFINICION-CARA INTERNA,BUENO,DEFINICION-CARA INTERNA,BUENO,1,,CI,OZAG1,H,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Mediocampista,Aron Gunnarsson,FALTA,NUMERICO,FALTA,NUMERICO,2,,,ZD2,,Primera,H.Hallgrimmson
2-9-2017,Fecha 9,Eliminatorias,Finlandia,P.Kralovec,Islandia ,Mediocampista,Aron Gunnarsson,INTERCEPCION-DESPEJE,BUENO,INTERCEPCION-DESPEJE,BUENO,1,,,ZD1,H,Primera,H.Hallgrimmson
